IMG¤PRED¤CONF
new_2_6.png¤25 - WFI - A2 - 04180 - 009 - HC¤0.9822816252708435
new_2_7.png¤ P1150-LTM-EAU-04180-01¤0.9671372771263123
new_2_8.png¤ 20 - W - A3 - 04180 - 166 - HC¤0.9629371166229248
new_2_9.png¤10 - WFI - A2 - 04180 - 141 - HC¤0.9826146960258484
new_3_0.png¤8 - W - A3 - 04180 - 172 - HC¤0.9655812382698059
new_3_1.png¤20 - W - A3 - 04180 - 120 - HC¤0.9777430891990662
new_3_10.png¤ 25 - W - A3 - 04180 - 173 - HC¤0.9638996124267578
new_3_11.png¤25 - W - A3 - 04180 - 176 - HC¤0.9830000400543213
new_3_12.png¤P1150 -LTM-EAU-04180¤0.9717583656311035
new_3_13.png¤8 - WFI - A2 - 04180 - 171 - HC¤0.9477794766426086
new_3_14.png¤20 - W - A3 - 04180 - 121 - HC¤0.9317718744277954
new_3_15.png¤15 - W - A3 - 04180 - 124 - HC¤0.9644173979759216
new_3_16.png¤8 - W - A3 - D4180 - 175 - HC¤0.9302099943161011
new_3_2.png¤15 - WFI - A2 - 04180 - 122 - HC¤0.9752042889595032
new_3_3.png¤20 - WFI - A2 - 04180 - 119 - HC¤0.973771870136261
new_3_4.png¤8 - W - A3 - 04180 - 174 - HC¤0.9681146740913391
new_3_5.png¤20 - W - A3 - 04180 - 123 - HC¤0.9810447692871094
new_3_6.png¤50 - WFI - A2 - 04180 - 010 - HC¤0.9653931856155396
new_3_7.png¤P1150-1TM-EAU-04180-01¤0.9909644722938538
new_3_8.png¤ P1150-LTM-EAU-04 180-08¤0.9570822715759277
new_3_9.png¤ 25 - W - A3 - 04180 - 170 - HC¤0.9425646662712097
new_4_0.png¤P1150-LTM-EAU-04180-09¤0.9702762365341187
new_4_1.png¤10 - WF1 - A2 - 04180 - 145 - HC¤0.9594343900680542
new_4_10.png¤50 - WFI - A2 - 04180 - 010 - HC¤0.9724241495132446
new_4_11.png¤P1150-LTM-EAU-04180-07¤0.9988659024238586
new_4_12.png¤8 - W - A3 - 04180 - 178 - HC¤0.9166885018348694
new_4_13.png¤10 - W - A3 - 04180 - 138 - HC¤0.9506565928459167
new_4_14.png¤3 - W - A3 - 04180 - 177 - HC¤0.9335668087005615
new_4_15.png¤20 - W - A3 - 04180 - 180 - HC¤0.9812425374984741
new_4_16.png¤20 - W - A3 - 04180 - 179 - HC¤0.986362636089325
new_4_17.png¤20 - W - A3 - 04180 - 117 - HC¤0.9871274828910828
new_4_18.png¤20 - W - A3 - 04180 - 116 - HC¤0.9608161449432373
new_4_19.png¤20 - W - A3 - 04180 - 115 - HC¤0.9693917632102966
new_4_2.png¤20 - AC - A3 - 04180 - 113¤0.9910592436790466
new_4_20.png¤20 - W - A3 - 04180 - 114¤0.9447135329246521
new_4_21.png¤20 - W - A3 - 04180 - 118¤0.9629658460617065
new_4_3.png¤50 - EGr - A3 - 04180 - 110 - CC¤0.9471582174301147
new_4_4.png¤20 - FGr - A3 - 04180 - 112 - CC¤0.9885897040367126
new_4_5.png¤20 - WFI - A2 - 04180 - 012 - HC¤0.974118709564209
new_4_6.png¤20 - FGa - A3 - 04180 - 111 - CC¤0.959555983543396
new_4_7.png¤50 - EGa - A3 - 04180 - 109 - CC¤0.9944514632225037
new_4_8.png¤20 - W - A3 - 04180 - 137 - HC¤0.9881460070610046
new_4_9.png¤10 - WFI - A2 - 04180 - 136 - HC¤0.9908219575881958
new_5_0.png¤15 - W - A3 - 04180 - 095 - HC¤0.9910833835601807
new_5_1.png¤8 - WFI - A2 - 04180 - 186 - HC¤0.9862937331199646
new_5_10.png¤P1150 -LTM-EAU-04180¤0.9563105702400208
new_5_11.png¤8 - -A3 -04180 -187 -HC¤0.8910900354385376
new_5_2.png¤15 - WFI - A2 - 04180 - 094 - HC¤0.9737213253974915
new_5_3.png¤20 - W - A3 - 04180 - 096 - HC¤0.9582286477088928
new_5_4.png¤25 - WFI - A2 - 04180 - 013 - HC¤0.9866162538528442
new_5_5.png¤ 50 - WFI - A2 - 04180 - 010 - HC¤0.9809779524803162
new_5_6.png¤P1150-LTM-EAU-04180-09¤0.998440146446228
new_5_7.png¤PT150-LTM-EAU-04T80-01¤0.8865225315093994
new_5_8.png¤25 - W - A3 - 04180 - 188 - HC¤0.9803786873817444
new_5_9.png¤25 - W - A3 - 04180 - 189 - HC¤0.9839528203010559
new_6_0.png¤10 - WFI - A2 - 04180 - 043 - HC¤0.9814835786819458
new_6_1.png¤10 - W - A3 - 04180 - 128 - HC¤0.9834308624267578
new_6_2.png¤10 - W - A3 - 04180 - 020 - HC¤0.9779652953147888
new_6_3.png¤P1150 -LTM-EAU-04180¤0.9563105702400208
new_6_4.png¤F0-00-A0--0¤0.24610573053359985
new_6_5.png¤P1150-LTIMEAU-04180-01¤0.9717481136322021
new_6_6.png¤P1150-LTM-EAU-04180-01¤0.9733397960662842
new_6_7.png¤P1150-LTM-EAU-04180-0¤0.9113489985466003
new_6_8.png¤P1150-LTM-EAU-04180-0t¤0.9209699630737305
new_6_9.png¤P1150-LTM-EAU-04180-0¤0.9697787761688232
